<<<<<<< HEAD
Case ID,Activity,type,Start Timestamp,Complete Timestamp,Resource
384,ProcessNextCarReq,CarRequest,1/3/2018 13:23,1/3/2018 13:43,Ross
375,DoneCarReq,CarRequest,1/3/2018 13:23,1/3/2018 13:23,System
385,ProcessNextCarReq,CarRequest,1/3/2018 13:26,1/3/2018 13:45,Monika
380,DoneCarReq,CarRequest,1/3/2018 13:26,1/3/2018 13:26,System
379,DoneDriverReq,DriverRequest,1/3/2018 13:28,1/3/2018 13:28,System
383,ProcessNextdriverReq,DriverRequest,1/3/2018 13:28,1/3/2018 13:46,Joe
386,ProcessNextdriverReq,DriverRequest,1/3/2018 13:30,1/3/2018 13:49,Pheobi
382,DoneDriverReq,DriverRequest,1/3/2018 13:30,1/3/2018 13:30,System
388,ProcessNextCarReq,CarRequest,1/3/2018 13:31,1/3/2018 13:52,Chandler
381,DoneCarReq,CarRequest,1/3/2018 13:31,1/3/2018 13:31,System
384,DoneCarReq,CarRequest,1/3/2018 13:43,1/3/2018 13:43,System
389,ProcessNextCarReq,CarRequest,1/3/2018 13:43,1/3/2018 14:04,Ross
394,ProcessNextCarReq,CarRequest,1/3/2018 13:45,1/3/2018 14:09,Monika
385,DoneCarReq,CarRequest,1/3/2018 13:45,1/3/2018 13:45,System
383,DoneDriverReq,DriverRequest,1/3/2018 13:46,1/3/2018 13:46,System
387,ProcessNextdriverReq,DriverRequest,1/3/2018 13:46,1/3/2018 14:05,Joe
386,DoneDriverReq,DriverRequest,1/3/2018 13:49,1/3/2018 13:49,System
390,ProcessNextdriverReq,DriverRequest,1/3/2018 13:49,1/3/2018 14:09,Pheobi
388,DoneCarReq,CarRequest,1/3/2018 13:52,1/3/2018 13:52,System
395,ProcessNextCarReq,CarRequest,1/3/2018 13:52,1/3/2018 14:19,Chandler
397,NextCall,DriverRequest,1/3/2018 14:00,1/3/2018 14:00,System
397,AcceptDriverReq,DriverRequest,1/3/2018 14:00,1/3/2018 14:20,System
398,NextCall,DriverRequest,1/3/2018 14:02,1/3/2018 14:02,System
398,AcceptDriverReq,DriverRequest,1/3/2018 14:02,1/3/2018 14:21,System
399,NextCall,CarRequest,1/3/2018 14:03,1/3/2018 14:03,System
399,AcceptCarReq,CarRequest,1/3/2018 14:03,1/3/2018 14:03,System
389,DoneCarReq,CarRequest,1/3/2018 14:04,1/3/2018 14:04,System
399,ProcessNextCarReq,CarRequest,1/3/2018 14:04,1/3/2018 14:32,Ross
400,NextCall,CarRequest,1/3/2018 14:04,1/3/2018 14:04,System
400,AcceptCarReq,CarRequest,1/3/2018 14:04,1/3/2018 14:04,System
387,DoneDriverReq,DriverRequest,1/3/2018 14:05,1/3/2018 14:05,System
391,ProcessNextdriverReq,DriverRequest,1/3/2018 14:05,1/3/2018 14:25,Joe
401,NextCall,DriverRequest,1/3/2018 14:06,1/3/2018 14:06,System
401,AcceptDriverReq,DriverRequest,1/3/2018 14:06,1/3/2018 14:25,System
402,NextCall,CarRequest,1/3/2018 14:07,1/3/2018 14:07,System
402,AcceptCarReq,CarRequest,1/3/2018 14:07,1/3/2018 14:07,System
403,NextCall,CarRequest,1/3/2018 14:08,1/3/2018 14:08,System
403,AcceptCarReq,CarRequest,1/3/2018 14:08,1/3/2018 14:08,System
400,ProcessNextCarReq,CarRequest,1/3/2018 14:09,1/3/2018 14:30,Monika
394,DoneCarReq,CarRequest,1/3/2018 14:09,1/3/2018 14:09,System
390,DoneDriverReq,DriverRequest,1/3/2018 14:09,1/3/2018 14:09,System
392,ProcessNextdriverReq,DriverRequest,1/3/2018 14:09,1/3/2018 14:28,Pheobi
404,NextCall,CarRequest,1/3/2018 14:10,1/3/2018 14:10,System
404,AcceptCarReq,CarRequest,1/3/2018 14:10,1/3/2018 14:10,System
405,NextCall,CarRequest,1/3/2018 14:11,1/3/2018 14:11,System
405,AcceptCarReq,CarRequest,1/3/2018 14:11,1/3/2018 14:11,System
406,NextCall,CarRequest,1/3/2018 14:12,1/3/2018 14:12,System
406,AcceptCarReq,CarRequest,1/3/2018 14:12,1/3/2018 14:12,System
407,NextCall,CarRequest,1/3/2018 14:14,1/3/2018 14:14,System
407,AcceptCarReq,CarRequest,1/3/2018 14:14,1/3/2018 14:14,System
408,NextCall,CarRequest,1/3/2018 14:15,1/3/2018 14:15,System
408,AcceptCarReq,CarRequest,1/3/2018 14:15,1/3/2018 14:15,System
409,NextCall,DriverRequest,1/3/2018 14:16,1/3/2018 14:16,System
409,AcceptDriverReq,DriverRequest,1/3/2018 14:16,1/3/2018 14:36,System
410,NextCall,DriverRequest,1/3/2018 14:18,1/3/2018 14:18,System
410,AcceptDriverReq,DriverRequest,1/3/2018 14:18,1/3/2018 14:37,System
411,NextCall,DriverRequest,1/3/2018 14:19,1/3/2018 14:19,System
411,AcceptDriverReq,DriverRequest,1/3/2018 14:19,1/3/2018 14:38,System
395,DoneCarReq,CarRequest,1/3/2018 14:19,1/3/2018 14:19,System
402,ProcessNextCarReq,CarRequest,1/3/2018 14:19,1/3/2018 14:38,Chandler
412,NextCall,CarRequest,1/3/2018 14:20,1/3/2018 14:20,System
412,AcceptCarReq,CarRequest,1/3/2018 14:20,1/3/2018 14:20,System
413,NextCall,CarRequest,1/3/2018 14:22,1/3/2018 14:22,System
413,AcceptCarReq,CarRequest,1/3/2018 14:22,1/3/2018 14:22,System
414,NextCall,CarRequest,1/3/2018 14:23,1/3/2018 14:23,System
414,AcceptCarReq,CarRequest,1/3/2018 14:23,1/3/2018 14:23,System
415,NextCall,DriverRequest,1/3/2018 14:24,1/3/2018 14:24,System
415,AcceptDriverReq,DriverRequest,1/3/2018 14:24,1/3/2018 14:43,System
391,DoneDriverReq,DriverRequest,1/3/2018 14:25,1/3/2018 14:25,System
393,ProcessNextdriverReq,DriverRequest,1/3/2018 14:25,1/3/2018 14:43,Joe
416,NextCall,DriverRequest,1/3/2018 14:26,1/3/2018 14:26,System
416,AcceptDriverReq,DriverRequest,1/3/2018 14:26,1/3/2018 14:44,System
417,NextCall,DriverRequest,1/3/2018 14:27,1/3/2018 14:27,System
417,AcceptDriverReq,DriverRequest,1/3/2018 14:27,1/3/2018 14:45,System
392,DoneDriverReq,DriverRequest,1/3/2018 14:28,1/3/2018 14:28,System
396,ProcessNextdriverReq,DriverRequest,1/3/2018 14:28,1/3/2018 14:46,Pheobi
418,NextCall,CarRequest,1/3/2018 14:28,1/3/2018 14:28,System
418,AcceptCarReq,CarRequest,1/3/2018 14:28,1/3/2018 14:28,System
419,NextCall,CarRequest,1/3/2018 14:30,1/3/2018 14:30,System
419,AcceptCarReq,CarRequest,1/3/2018 14:30,1/3/2018 14:30,System
400,DoneCarReq,CarRequest,1/3/2018 14:30,1/3/2018 14:30,System
403,ProcessNextCarReq,CarRequest,1/3/2018 14:30,1/3/2018 14:48,Monika
420,NextCall,DriverRequest,1/3/2018 14:31,1/3/2018 14:31,System
420,AcceptDriverReq,DriverRequest,1/3/2018 14:31,1/3/2018 14:49,System
404,ProcessNextCarReq,CarRequest,1/3/2018 14:32,1/3/2018 14:50,Ross
399,DoneCarReq,CarRequest,1/3/2018 14:32,1/3/2018 14:32,System
421,NextCall,DriverRequest,1/3/2018 14:32,1/3/2018 14:32,System
421,AcceptDriverReq,DriverRequest,1/3/2018 14:32,1/3/2018 14:51,System
422,NextCall,DriverRequest,1/3/2018 14:34,1/3/2018 14:34,System
422,RejectCall,DriverRequest,1/3/2018 14:34,1/3/2018 14:34,System
423,NextCall,CarRequest,1/3/2018 14:35,1/3/2018 14:35,System
423,AcceptCarReq,CarRequest,1/3/2018 14:35,1/3/2018 14:35,System
424,NextCall,CarRequest,1/3/2018 14:36,1/3/2018 14:36,System
424,AcceptCarReq,CarRequest,1/3/2018 14:36,1/3/2018 14:36,System
425,NextCall,CarRequest,1/3/2018 14:38,1/3/2018 14:38,System
425,AcceptCarReq,CarRequest,1/3/2018 14:38,1/3/2018 14:38,System
405,ProcessNextCarReq,CarRequest,1/3/2018 14:38,1/3/2018 14:56,Chandler
402,DoneCarReq,CarRequest,1/3/2018 14:38,1/3/2018 14:38,System
426,NextCall,CarRequest,1/3/2018 14:39,1/3/2018 14:39,System
426,AcceptCarReq,CarRequest,1/3/2018 14:39,1/3/2018 14:39,System
427,NextCall,DriverRequest,1/3/2018 14:40,1/3/2018 14:40,System
427,AcceptDriverReq,DriverRequest,1/3/2018 14:40,1/3/2018 14:58,System
428,NextCall,CarRequest,1/3/2018 14:42,1/3/2018 14:42,System
428,RejectCall,CarRequest,1/3/2018 14:42,1/3/2018 14:42,System
397,ProcessNextdriverReq,DriverRequest,1/3/2018 14:43,1/3/2018 15:01,Joe
393,DoneDriverReq,DriverRequest,1/3/2018 14:43,1/3/2018 14:43,System
429,NextCall,DriverRequest,1/3/2018 14:43,1/3/2018 14:43,System
429,AcceptDriverReq,DriverRequest,1/3/2018 14:43,1/3/2018 15:01,System
430,NextCall,CarRequest,1/3/2018 14:44,1/3/2018 14:44,System
430,AcceptCarReq,CarRequest,1/3/2018 14:44,1/3/2018 14:44,System
431,NextCall,DriverRequest,1/3/2018 14:46,1/3/2018 14:46,System
431,RejectCall,DriverRequest,1/3/2018 14:46,1/3/2018 14:46,System
398,ProcessNextdriverReq,DriverRequest,1/3/2018 14:46,1/3/2018 15:04,Pheobi
396,DoneDriverReq,DriverRequest,1/3/2018 14:46,1/3/2018 14:46,System
432,NextCall,CarRequest,1/3/2018 14:47,1/3/2018 14:47,System
432,AcceptCarReq,CarRequest,1/3/2018 14:47,1/3/2018 14:47,System
406,ProcessNextCarReq,CarRequest,1/3/2018 14:48,1/3/2018 15:06,Monika
403,DoneCarReq,CarRequest,1/3/2018 14:48,1/3/2018 14:48,System
433,NextCall,DriverRequest,1/3/2018 14:48,1/3/2018 14:48,System
433,AcceptDriverReq,DriverRequest,1/3/2018 14:48,1/3/2018 15:06,System
404,DoneCarReq,CarRequest,1/3/2018 14:50,1/3/2018 14:50,System
407,ProcessNextCarReq,CarRequest,1/3/2018 14:50,1/3/2018 15:08,Ross
434,NextCall,CarRequest,1/3/2018 14:50,1/3/2018 14:50,System
434,RejectCall,CarRequest,1/3/2018 14:50,1/3/2018 14:50,System
435,NextCall,CarRequest,1/3/2018 14:51,1/3/2018 14:51,System
435,AcceptCarReq,CarRequest,1/3/2018 14:51,1/3/2018 14:51,System
436,NextCall,DriverRequest,1/3/2018 14:53,1/3/2018 14:53,System
436,RejectCall,DriverRequest,1/3/2018 14:53,1/3/2018 14:53,System
437,NextCall,CarRequest,1/3/2018 14:54,1/3/2018 14:54,System
437,RejectCall,CarRequest,1/3/2018 14:54,1/3/2018 14:54,System
438,NextCall,DriverRequest,1/3/2018 14:55,1/3/2018 14:55,System
438,AcceptDriverReq,DriverRequest,1/3/2018 14:55,1/3/2018 15:13,System
405,DoneCarReq,CarRequest,1/3/2018 14:56,1/3/2018 14:56,System
408,ProcessNextCarReq,CarRequest,1/3/2018 14:56,1/3/2018 15:14,Chandler
439,NextCall,DriverRequest,1/3/2018 14:57,1/3/2018 14:57,System
439,AcceptDriverReq,DriverRequest,1/3/2018 14:57,1/3/2018 15:14,System
440,NextCall,CarRequest,1/3/2018 14:58,1/3/2018 14:58,System
440,RejectCall,CarRequest,1/3/2018 14:58,1/3/2018 14:58,System
441,NextCall,CarRequest,1/3/2018 14:59,1/3/2018 14:59,System
441,RejectCall,CarRequest,1/3/2018 14:59,1/3/2018 14:59,System
397,DoneDriverReq,DriverRequest,1/3/2018 15:01,1/3/2018 15:01,System
401,ProcessNextdriverReq,DriverRequest,1/3/2018 15:01,1/3/2018 15:19,Joe
398,DoneDriverReq,DriverRequest,1/3/2018 15:04,1/3/2018 15:04,System
409,ProcessNextdriverReq,DriverRequest,1/3/2018 15:04,1/3/2018 15:22,Pheobi
412,ProcessNextCarReq,CarRequest,1/3/2018 15:06,1/3/2018 15:24,Monika
406,DoneCarReq,CarRequest,1/3/2018 15:06,1/3/2018 15:06,System
413,ProcessNextCarReq,CarRequest,1/3/2018 15:08,1/3/2018 15:26,Ross
407,DoneCarReq,CarRequest,1/3/2018 15:08,1/3/2018 15:08,System
414,ProcessNextCarReq,CarRequest,1/3/2018 15:14,1/3/2018 15:32,Chandler
408,DoneCarReq,CarRequest,1/3/2018 15:14,1/3/2018 15:14,System
410,ProcessNextdriverReq,DriverRequest,1/3/2018 15:19,1/3/2018 15:37,Joe
401,DoneDriverReq,DriverRequest,1/3/2018 15:19,1/3/2018 15:19,System
409,DoneDriverReq,DriverRequest,1/3/2018 15:22,1/3/2018 15:22,System
411,ProcessNextdriverReq,DriverRequest,1/3/2018 15:22,1/3/2018 15:40,Pheobi
418,ProcessNextCarReq,CarRequest,1/3/2018 15:24,1/3/2018 15:42,Monika
412,DoneCarReq,CarRequest,1/3/2018 15:24,1/3/2018 15:24,System
419,ProcessNextCarReq,CarRequest,1/3/2018 15:26,1/3/2018 15:44,Ross
413,DoneCarReq,CarRequest,1/3/2018 15:26,1/3/2018 15:26,System
423,ProcessNextCarReq,CarRequest,1/3/2018 15:32,1/3/2018 15:51,Chandler
414,DoneCarReq,CarRequest,1/3/2018 15:32,1/3/2018 15:32,System
415,ProcessNextdriverReq,DriverRequest,1/3/2018 15:37,1/3/2018 15:55,Joe
410,DoneDriverReq,DriverRequest,1/3/2018 15:37,1/3/2018 15:37,System
411,DoneDriverReq,DriverRequest,1/3/2018 15:40,1/3/2018 15:40,System
416,ProcessNextdriverReq,DriverRequest,1/3/2018 15:40,1/3/2018 15:59,Pheobi
418,DoneCarReq,CarRequest,1/3/2018 15:42,1/3/2018 15:42,System
424,ProcessNextCarReq,CarRequest,1/3/2018 15:42,1/3/2018 16:02,Monika
419,DoneCarReq,CarRequest,1/3/2018 15:44,1/3/2018 15:44,System
425,ProcessNextCarReq,CarRequest,1/3/2018 15:44,1/3/2018 16:04,Ross
426,ProcessNextCarReq,CarRequest,1/3/2018 15:51,1/3/2018 16:11,Chandler
423,DoneCarReq,CarRequest,1/3/2018 15:51,1/3/2018 15:51,System
415,DoneDriverReq,DriverRequest,1/3/2018 15:55,1/3/2018 15:55,System
417,ProcessNextdriverReq,DriverRequest,1/3/2018 15:55,1/3/2018 16:14,Joe
420,ProcessNextdriverReq,DriverRequest,1/3/2018 15:59,1/3/2018 16:18,Pheobi
416,DoneDriverReq,DriverRequest,1/3/2018 15:59,1/3/2018 15:59,System
442,NextCall,CarRequest,1/3/2018 16:00,1/3/2018 16:00,System
442,AcceptCarReq,CarRequest,1/3/2018 16:00,1/3/2018 16:00,System
443,NextCall,DriverRequest,1/3/2018 16:01,1/3/2018 16:01,System
443,AcceptDriverReq,DriverRequest,1/3/2018 16:01,1/3/2018 16:20,System
430,ProcessNextCarReq,CarRequest,1/3/2018 16:02,1/3/2018 16:22,Monika
424,DoneCarReq,CarRequest,1/3/2018 16:02,1/3/2018 16:02,System
444,NextCall,CarRequest,1/3/2018 16:03,1/3/2018 16:03,System
444,AcceptCarReq,CarRequest,1/3/2018 16:03,1/3/2018 16:03,System
445,NextCall,CarRequest,1/3/2018 16:04,1/3/2018 16:04,System
445,AcceptCarReq,CarRequest,1/3/2018 16:04,1/3/2018 16:04,System
432,ProcessNextCarReq,CarRequest,1/3/2018 16:04,1/3/2018 16:24,Ross
425,DoneCarReq,CarRequest,1/3/2018 16:04,1/3/2018 16:04,System
446,NextCall,CarRequest,1/3/2018 16:05,1/3/2018 16:05,System
446,AcceptCarReq,CarRequest,1/3/2018 16:05,1/3/2018 16:05,System
447,NextCall,CarRequest,1/3/2018 16:07,1/3/2018 16:07,System
447,AcceptCarReq,CarRequest,1/3/2018 16:07,1/3/2018 16:07,System
448,NextCall,CarRequest,1/3/2018 16:08,1/3/2018 16:08,System
448,AcceptCarReq,CarRequest,1/3/2018 16:08,1/3/2018 16:08,System
449,NextCall,DriverRequest,1/3/2018 16:09,1/3/2018 16:09,System
449,AcceptDriverReq,DriverRequest,1/3/2018 16:09,1/3/2018 16:28,System
450,NextCall,CarRequest,1/3/2018 16:11,1/3/2018 16:11,System
450,AcceptCarReq,CarRequest,1/3/2018 16:11,1/3/2018 16:11,System
426,DoneCarReq,CarRequest,1/3/2018 16:11,1/3/2018 16:11,System
435,ProcessNextCarReq,CarRequest,1/3/2018 16:11,1/3/2018 16:30,Chandler
451,NextCall,CarRequest,1/3/2018 16:12,1/3/2018 16:12,System
451,AcceptCarReq,CarRequest,1/3/2018 16:12,1/3/2018 16:12,System
452,NextCall,CarRequest,1/3/2018 16:13,1/3/2018 16:13,System
452,AcceptCarReq,CarRequest,1/3/2018 16:13,1/3/2018 16:13,System
421,ProcessNextdriverReq,DriverRequest,1/3/2018 16:14,1/3/2018 16:32,Joe
417,DoneDriverReq,DriverRequest,1/3/2018 16:14,1/3/2018 16:14,System
453,NextCall,DriverRequest,1/3/2018 16:15,1/3/2018 16:15,System
453,AcceptDriverReq,DriverRequest,1/3/2018 16:15,1/3/2018 16:33,System
454,NextCall,DriverRequest,1/3/2018 16:16,1/3/2018 16:16,System
454,AcceptDriverReq,DriverRequest,1/3/2018 16:16,1/3/2018 16:34,System
455,NextCall,CarRequest,1/3/2018 16:17,1/3/2018 16:17,System
455,AcceptCarReq,CarRequest,1/3/2018 16:17,1/3/2018 16:17,System
420,DoneDriverReq,DriverRequest,1/3/2018 16:18,1/3/2018 16:18,System
427,ProcessNextdriverReq,DriverRequest,1/3/2018 16:18,1/3/2018 16:36,Pheobi
456,NextCall,CarRequest,1/3/2018 16:19,1/3/2018 16:19,System
456,AcceptCarReq,CarRequest,1/3/2018 16:19,1/3/2018 16:19,System
457,NextCall,CarRequest,1/3/2018 16:20,1/3/2018 16:20,System
457,AcceptCarReq,CarRequest,1/3/2018 16:20,1/3/2018 16:20,System
458,NextCall,CarRequest,1/3/2018 16:21,1/3/2018 16:21,System
458,AcceptCarReq,CarRequest,1/3/2018 16:21,1/3/2018 16:21,System
442,ProcessNextCarReq,CarRequest,1/3/2018 16:22,1/3/2018 16:40,Monika
430,DoneCarReq,CarRequest,1/3/2018 16:22,1/3/2018 16:22,System
459,NextCall,CarRequest,1/3/2018 16:23,1/3/2018 16:23,System
459,AcceptCarReq,CarRequest,1/3/2018 16:23,1/3/2018 16:23,System
444,ProcessNextCarReq,CarRequest,1/3/2018 16:24,1/3/2018 16:42,Ross
432,DoneCarReq,CarRequest,1/3/2018 16:24,1/3/2018 16:24,System
460,NextCall,DriverRequest,1/3/2018 16:24,1/3/2018 16:24,System
460,AcceptDriverReq,DriverRequest,1/3/2018 16:24,1/3/2018 16:42,System
461,NextCall,DriverRequest,1/3/2018 16:25,1/3/2018 16:25,System
461,AcceptDriverReq,DriverRequest,1/3/2018 16:25,1/3/2018 16:44,System
462,NextCall,CarRequest,1/3/2018 16:27,1/3/2018 16:27,System
462,AcceptCarReq,CarRequest,1/3/2018 16:27,1/3/2018 16:27,System
463,NextCall,CarRequest,1/3/2018 16:28,1/3/2018 16:28,System
463,RejectCall,CarRequest,1/3/2018 16:28,1/3/2018 16:28,System
464,NextCall,DriverRequest,1/3/2018 16:29,1/3/2018 16:29,System
464,RejectCall,DriverRequest,1/3/2018 16:29,1/3/2018 16:29,System
435,DoneCarReq,CarRequest,1/3/2018 16:30,1/3/2018 16:30,System
445,ProcessNextCarReq,CarRequest,1/3/2018 16:30,1/3/2018 16:48,Chandler
465,NextCall,CarRequest,1/3/2018 16:31,1/3/2018 16:31,System
465,RejectCall,CarRequest,1/3/2018 16:31,1/3/2018 16:31,System
466,NextCall,DriverRequest,1/3/2018 16:32,1/3/2018 16:32,System
466,RejectCall,DriverRequest,1/3/2018 16:32,1/3/2018 16:32,System
421,DoneDriverReq,DriverRequest,1/3/2018 16:32,1/3/2018 16:32,System
429,ProcessNextdriverReq,DriverRequest,1/3/2018 16:32,1/3/2018 16:51,Joe
467,NextCall,CarRequest,1/3/2018 16:33,1/3/2018 16:33,System
467,RejectCall,CarRequest,1/3/2018 16:33,1/3/2018 16:33,System
468,NextCall,CarRequest,1/3/2018 16:35,1/3/2018 16:35,System
468,AcceptCarReq,CarRequest,1/3/2018 16:35,1/3/2018 16:35,System
427,DoneDriverReq,DriverRequest,1/3/2018 16:36,1/3/2018 16:36,System
433,ProcessNextdriverReq,DriverRequest,1/3/2018 16:36,1/3/2018 16:54,Pheobi
469,NextCall,CarRequest,1/3/2018 16:36,1/3/2018 16:36,System
469,RejectCall,CarRequest,1/3/2018 16:36,1/3/2018 16:36,System
470,NextCall,DriverRequest,1/3/2018 16:37,1/3/2018 16:37,System
470,RejectCall,DriverRequest,1/3/2018 16:37,1/3/2018 16:37,System
471,NextCall,CarRequest,1/3/2018 16:39,1/3/2018 16:39,System
471,AcceptCarReq,CarRequest,1/3/2018 16:39,1/3/2018 16:39,System
442,DoneCarReq,CarRequest,1/3/2018 16:40,1/3/2018 16:40,System
446,ProcessNextCarReq,CarRequest,1/3/2018 16:40,1/3/2018 16:58,Monika
472,NextCall,DriverRequest,1/3/2018 16:40,1/3/2018 16:40,System
472,RejectCall,DriverRequest,1/3/2018 16:40,1/3/2018 16:40,System
473,NextCall,DriverRequest,1/3/2018 16:41,1/3/2018 16:41,System
473,AcceptDriverReq,DriverRequest,1/3/2018 16:41,1/3/2018 17:00,System
447,ProcessNextCarReq,CarRequest,1/3/2018 16:42,1/3/2018 17:00,Ross
444,DoneCarReq,CarRequest,1/3/2018 16:42,1/3/2018 16:42,System
474,NextCall,CarRequest,1/3/2018 16:43,1/3/2018 16:43,System
474,AcceptCarReq,CarRequest,1/3/2018 16:43,1/3/2018 16:43,System
475,NextCall,CarRequest,1/3/2018 16:44,1/3/2018 16:44,System
475,RejectCall,CarRequest,1/3/2018 16:44,1/3/2018 16:44,System
476,NextCall,CarRequest,1/3/2018 16:45,1/3/2018 16:45,System
476,RejectCall,CarRequest,1/3/2018 16:45,1/3/2018 16:45,System
477,NextCall,DriverRequest,1/3/2018 16:47,1/3/2018 16:47,System
477,AcceptDriverReq,DriverRequest,1/3/2018 16:47,1/3/2018 17:05,System
448,ProcessNextCarReq,CarRequest,1/3/2018 16:48,1/3/2018 17:06,Chandler
445,DoneCarReq,CarRequest,1/3/2018 16:48,1/3/2018 16:48,System
478,NextCall,CarRequest,1/3/2018 16:48,1/3/2018 16:48,System
478,AcceptCarReq,CarRequest,1/3/2018 16:48,1/3/2018 16:48,System
479,NextCall,DriverRequest,1/3/2018 16:49,1/3/2018 16:49,System
479,AcceptDriverReq,DriverRequest,1/3/2018 16:49,1/3/2018 17:08,System
429,DoneDriverReq,DriverRequest,1/3/2018 16:51,1/3/2018 16:51,System
438,ProcessNextdriverReq,DriverRequest,1/3/2018 16:51,1/3/2018 17:09,Joe
480,NextCall,CarRequest,1/3/2018 16:51,1/3/2018 16:51,System
480,RejectCall,CarRequest,1/3/2018 16:51,1/3/2018 16:51,System
481,NextCall,CarRequest,1/3/2018 16:52,1/3/2018 16:52,System
481,AcceptCarReq,CarRequest,1/3/2018 16:52,1/3/2018 16:52,System
482,NextCall,DriverRequest,1/3/2018 16:53,1/3/2018 16:53,System
482,AcceptDriverReq,DriverRequest,1/3/2018 16:53,1/3/2018 17:12,System
433,DoneDriverReq,DriverRequest,1/3/2018 16:54,1/3/2018 16:54,System
439,ProcessNextdriverReq,DriverRequest,1/3/2018 16:54,1/3/2018 17:13,Pheobi
483,NextCall,CarRequest,1/3/2018 16:55,1/3/2018 16:55,System
483,RejectCall,CarRequest,1/3/2018 16:55,1/3/2018 16:55,System
484,NextCall,CarRequest,1/3/2018 16:56,1/3/2018 16:56,System
484,RejectCall,CarRequest,1/3/2018 16:56,1/3/2018 16:56,System
485,NextCall,DriverRequest,1/3/2018 16:57,1/3/2018 16:57,System
485,RejectCall,DriverRequest,1/3/2018 16:57,1/3/2018 16:57,System
450,ProcessNextCarReq,CarRequest,1/3/2018 16:58,1/3/2018 17:16,Monika
446,DoneCarReq,CarRequest,1/3/2018 16:58,1/3/2018 16:58,System
486,NextCall,CarRequest,1/3/2018 16:59,1/3/2018 16:59,System
486,AcceptCarReq,CarRequest,1/3/2018 16:59,1/3/2018 16:59,System
451,ProcessNextCarReq,CarRequest,1/3/2018 17:00,1/3/2018 17:17,Ross
447,DoneCarReq,CarRequest,1/3/2018 17:00,1/3/2018 17:00,System
448,DoneCarReq,CarRequest,1/3/2018 17:06,1/3/2018 17:06,System
452,ProcessNextCarReq,CarRequest,1/3/2018 17:06,1/3/2018 17:24,Chandler
443,ProcessNextdriverReq,DriverRequest,1/3/2018 17:09,1/3/2018 17:27,Joe
438,DoneDriverReq,DriverRequest,1/3/2018 17:09,1/3/2018 17:09,System
449,ProcessNextdriverReq,DriverRequest,1/3/2018 17:13,1/3/2018 17:31,Pheobi
439,DoneDriverReq,DriverRequest,1/3/2018 17:13,1/3/2018 17:13,System
455,ProcessNextCarReq,CarRequest,1/3/2018 17:16,1/3/2018 17:34,Monika
450,DoneCarReq,CarRequest,1/3/2018 17:16,1/3/2018 17:16,System
451,DoneCarReq,CarRequest,1/3/2018 17:17,1/3/2018 17:17,System
456,ProcessNextCarReq,CarRequest,1/3/2018 17:17,1/3/2018 17:36,Ross
457,ProcessNextCarReq,CarRequest,1/3/2018 17:24,1/3/2018 17:42,Chandler
452,DoneCarReq,CarRequest,1/3/2018 17:24,1/3/2018 17:24,System
453,ProcessNextdriverReq,DriverRequest,1/3/2018 17:27,1/3/2018 17:46,Joe
443,DoneDriverReq,DriverRequest,1/3/2018 17:27,1/3/2018 17:27,System
449,DoneDriverReq,DriverRequest,1/3/2018 17:31,1/3/2018 17:31,System
454,ProcessNextdriverReq,DriverRequest,1/3/2018 17:31,1/3/2018 17:50,Pheobi
458,ProcessNextCarReq,CarRequest,1/3/2018 17:34,1/3/2018 17:52,Monika
455,DoneCarReq,CarRequest,1/3/2018 17:34,1/3/2018 17:34,System
456,DoneCarReq,CarRequest,1/3/2018 17:36,1/3/2018 17:36,System
459,ProcessNextCarReq,CarRequest,1/3/2018 17:36,1/3/2018 17:54,Ross
462,ProcessNextCarReq,CarRequest,1/3/2018 17:42,1/3/2018 18:01,Chandler
457,DoneCarReq,CarRequest,1/3/2018 17:42,1/3/2018 17:42,System
460,ProcessNextdriverReq,DriverRequest,1/3/2018 17:46,1/3/2018 18:05,Joe
453,DoneDriverReq,DriverRequest,1/3/2018 17:46,1/3/2018 17:46,System
461,ProcessNextdriverReq,DriverRequest,1/3/2018 17:50,1/3/2018 18:10,Pheobi
454,DoneDriverReq,DriverRequest,1/3/2018 17:50,1/3/2018 17:50,System
468,ProcessNextCarReq,CarRequest,1/3/2018 17:52,1/3/2018 18:11,Monika
458,DoneCarReq,CarRequest,1/3/2018 17:52,1/3/2018 17:52,System
459,DoneCarReq,CarRequest,1/3/2018 17:54,1/3/2018 17:54,System
471,ProcessNextCarReq,CarRequest,1/3/2018 17:54,1/3/2018 18:14,Ross
487,NextCall,CarRequest,1/3/2018 18:00,1/3/2018 18:00,System
487,AcceptCarReq,CarRequest,1/3/2018 18:00,1/3/2018 18:00,System
474,ProcessNextCarReq,CarRequest,1/3/2018 18:01,1/3/2018 18:21,Chandler
462,DoneCarReq,CarRequest,1/3/2018 18:01,1/3/2018 18:01,System
460,DoneDriverReq,DriverRequest,1/3/2018 18:05,1/3/2018 18:05,System
473,ProcessNextdriverReq,DriverRequest,1/3/2018 18:05,1/3/2018 18:25,Joe
461,DoneDriverReq,DriverRequest,1/3/2018 18:10,1/3/2018 18:10,System
477,ProcessNextdriverReq,DriverRequest,1/3/2018 18:10,1/3/2018 18:31,Pheobi
478,ProcessNextCarReq,CarRequest,1/3/2018 18:11,1/3/2018 18:32,Monika
468,DoneCarReq,CarRequest,1/3/2018 18:11,1/3/2018 18:11,System
