,Case ID,Activity,type,Start Timestamp,Complete Timestamp,Resource,Event Duration
1702,483,RejectCall,CarRequest,2018-01-03 16:55:00,2018-01-03 16:55:00,System,0 days 00:00:00.000000000
1703,484,NextCall,CarRequest,2018-01-03 16:56:00,2018-01-03 16:56:00,System,0 days 00:00:00.000000000
1704,484,RejectCall,CarRequest,2018-01-03 16:56:00,2018-01-03 16:56:00,System,0 days 00:00:00.000000000
1705,485,NextCall,DriverRequest,2018-01-03 16:57:00,2018-01-03 16:57:00,System,0 days 00:00:00.000000000
1706,485,RejectCall,DriverRequest,2018-01-03 16:57:00,2018-01-03 16:57:00,System,0 days 00:00:00.000000000
1707,450,ProcessNextCarReq,CarRequest,2018-01-03 16:58:00,2018-01-03 17:16:00,Monika,0 days 00:18:00.000000000
1708,446,DoneCarReq,CarRequest,2018-01-03 16:58:00,2018-01-03 16:58:00,System,0 days 00:00:00.000000000
1709,486,NextCall,CarRequest,2018-01-03 16:59:00,2018-01-03 16:59:00,System,0 days 00:00:00.000000000
1710,486,AcceptCarReq,CarRequest,2018-01-03 16:59:00,2018-01-03 16:59:00,System,0 days 00:00:00.000000000
1711,451,ProcessNextCarReq,CarRequest,2018-01-03 17:00:00,2018-01-03 17:17:00,Ross,0 days 00:17:00.000000000
1712,447,DoneCarReq,CarRequest,2018-01-03 17:00:00,2018-01-03 17:00:00,System,0 days 00:00:00.000000000
1713,448,DoneCarReq,CarRequest,2018-01-03 17:06:00,2018-01-03 17:06:00,System,0 days 00:00:00.000000000
1714,452,ProcessNextCarReq,CarRequest,2018-01-03 17:06:00,2018-01-03 17:24:00,Chandler,0 days 00:18:00.000000000
1715,443,ProcessNextdriverReq,DriverRequest,2018-01-03 17:09:00,2018-01-03 17:27:00,Joe,0 days 00:18:00.000000000
1716,438,DoneDriverReq,DriverRequest,2018-01-03 17:09:00,2018-01-03 17:09:00,System,0 days 00:00:00.000000000
1717,449,ProcessNextdriverReq,DriverRequest,2018-01-03 17:13:00,2018-01-03 17:31:00,Pheobi,0 days 00:18:00.000000000
1718,439,DoneDriverReq,DriverRequest,2018-01-03 17:13:00,2018-01-03 17:13:00,System,0 days 00:00:00.000000000
1719,455,ProcessNextCarReq,CarRequest,2018-01-03 17:16:00,2018-01-03 17:34:00,Monika,0 days 00:18:00.000000000
1720,450,DoneCarReq,CarRequest,2018-01-03 17:16:00,2018-01-03 17:16:00,System,0 days 00:00:00.000000000
1721,451,DoneCarReq,CarRequest,2018-01-03 17:17:00,2018-01-03 17:17:00,System,0 days 00:00:00.000000000
1722,456,ProcessNextCarReq,CarRequest,2018-01-03 17:17:00,2018-01-03 17:36:00,Ross,0 days 00:19:00.000000000
1723,457,ProcessNextCarReq,CarRequest,2018-01-03 17:24:00,2018-01-03 17:42:00,Chandler,0 days 00:18:00.000000000
1724,452,DoneCarReq,CarRequest,2018-01-03 17:24:00,2018-01-03 17:24:00,System,0 days 00:00:00.000000000
1725,453,ProcessNextdriverReq,DriverRequest,2018-01-03 17:27:00,2018-01-03 17:46:00,Joe,0 days 00:19:00.000000000
1726,443,DoneDriverReq,DriverRequest,2018-01-03 17:27:00,2018-01-03 17:27:00,System,0 days 00:00:00.000000000
1727,449,DoneDriverReq,DriverRequest,2018-01-03 17:31:00,2018-01-03 17:31:00,System,0 days 00:00:00.000000000
1728,454,ProcessNextdriverReq,DriverRequest,2018-01-03 17:31:00,2018-01-03 17:50:00,Pheobi,0 days 00:19:00.000000000
1729,458,ProcessNextCarReq,CarRequest,2018-01-03 17:34:00,2018-01-03 17:52:00,Monika,0 days 00:18:00.000000000
1730,455,DoneCarReq,CarRequest,2018-01-03 17:34:00,2018-01-03 17:34:00,System,0 days 00:00:00.000000000
1731,456,DoneCarReq,CarRequest,2018-01-03 17:36:00,2018-01-03 17:36:00,System,0 days 00:00:00.000000000
1732,459,ProcessNextCarReq,CarRequest,2018-01-03 17:36:00,2018-01-03 17:54:00,Ross,0 days 00:18:00.000000000
1733,462,ProcessNextCarReq,CarRequest,2018-01-03 17:42:00,2018-01-03 18:01:00,Chandler,0 days 00:19:00.000000000
1734,457,DoneCarReq,CarRequest,2018-01-03 17:42:00,2018-01-03 17:42:00,System,0 days 00:00:00.000000000
1735,460,ProcessNextdriverReq,DriverRequest,2018-01-03 17:46:00,2018-01-03 18:05:00,Joe,0 days 00:19:00.000000000
1736,453,DoneDriverReq,DriverRequest,2018-01-03 17:46:00,2018-01-03 17:46:00,System,0 days 00:00:00.000000000
1737,461,ProcessNextdriverReq,DriverRequest,2018-01-03 17:50:00,2018-01-03 18:10:00,Pheobi,0 days 00:20:00.000000000
1738,454,DoneDriverReq,DriverRequest,2018-01-03 17:50:00,2018-01-03 17:50:00,System,0 days 00:00:00.000000000
1739,468,ProcessNextCarReq,CarRequest,2018-01-03 17:52:00,2018-01-03 18:11:00,Monika,0 days 00:19:00.000000000
1740,458,DoneCarReq,CarRequest,2018-01-03 17:52:00,2018-01-03 17:52:00,System,0 days 00:00:00.000000000
1741,459,DoneCarReq,CarRequest,2018-01-03 17:54:00,2018-01-03 17:54:00,System,0 days 00:00:00.000000000
1742,471,ProcessNextCarReq,CarRequest,2018-01-03 17:54:00,2018-01-03 18:14:00,Ross,0 days 00:20:00.000000000
1743,487,NextCall,CarRequest,2018-01-03 18:00:00,2018-01-03 18:00:00,System,0 days 00:00:00.000000000
1744,487,AcceptCarReq,CarRequest,2018-01-03 18:00:00,2018-01-03 18:00:00,System,0 days 00:00:00.000000000
1745,474,ProcessNextCarReq,CarRequest,2018-01-03 18:01:00,2018-01-03 18:21:00,Chandler,0 days 00:20:00.000000000
1746,462,DoneCarReq,CarRequest,2018-01-03 18:01:00,2018-01-03 18:01:00,System,0 days 00:00:00.000000000
1747,460,DoneDriverReq,DriverRequest,2018-01-03 18:05:00,2018-01-03 18:05:00,System,0 days 00:00:00.000000000
1748,473,ProcessNextdriverReq,DriverRequest,2018-01-03 18:05:00,2018-01-03 18:25:00,Joe,0 days 00:20:00.000000000
1749,461,DoneDriverReq,DriverRequest,2018-01-03 18:10:00,2018-01-03 18:10:00,System,0 days 00:00:00.000000000
1750,477,ProcessNextdriverReq,DriverRequest,2018-01-03 18:10:00,2018-01-03 18:31:00,Pheobi,0 days 00:21:00.000000000
1751,478,ProcessNextCarReq,CarRequest,2018-01-03 18:11:00,2018-01-03 18:32:00,Monika,0 days 00:21:00.000000000
1752,468,DoneCarReq,CarRequest,2018-01-03 18:11:00,2018-01-03 18:11:00,System,0 days 00:00:00.000000000
1753,481,ProcessNextCarReq,CarRequest,2018-01-03 18:14:00,2018-01-03 18:35:00,Ross,0 days 00:21:00.000000000
1754,471,DoneCarReq,CarRequest,2018-01-03 18:14:00,2018-01-03 18:14:00,System,0 days 00:00:00.000000000
1755,486,ProcessNextCarReq,CarRequest,2018-01-03 18:21:00,2018-01-03 18:44:00,Chandler,0 days 00:23:00.000000000
1756,474,DoneCarReq,CarRequest,2018-01-03 18:21:00,2018-01-03 18:21:00,System,0 days 00:00:00.000000000
1757,473,DoneDriverReq,DriverRequest,2018-01-03 18:25:00,2018-01-03 18:25:00,System,0 days 00:00:00.000000000
1758,479,ProcessNextdriverReq,DriverRequest,2018-01-03 18:25:00,2018-01-03 18:49:00,Joe,0 days 00:24:00.000000000
1759,482,ProcessNextdriverReq,DriverRequest,2018-01-03 18:31:00,2018-01-03 18:58:00,Pheobi,0 days 00:27:00.000000000
1760,477,DoneDriverReq,DriverRequest,2018-01-03 18:31:00,2018-01-03 18:31:00,System,0 days 00:00:00.000000000
1761,487,ProcessNextCarReq,CarRequest,2018-01-03 18:32:00,2018-01-03 18:59:00,Monika,0 days 00:27:00.000000000
1762,478,DoneCarReq,CarRequest,2018-01-03 18:32:00,2018-01-03 18:32:00,System,0 days 00:00:00.000000000
1763,481,DoneCarReq,CarRequest,2018-01-03 18:35:00,2018-01-03 18:35:00,System,0 days 00:00:00.000000000
1764,486,DoneCarReq,CarRequest,2018-01-03 18:44:00,2018-01-03 18:44:00,System,0 days 00:00:00.000000000
1765,479,DoneDriverReq,DriverRequest,2018-01-03 18:49:00,2018-01-03 18:49:00,System,0 days 00:00:00.000000000
1766,482,DoneDriverReq,DriverRequest,2018-01-03 18:58:00,2018-01-03 18:58:00,System,0 days 00:00:00.000000000
1767,487,DoneCarReq,CarRequest,2018-01-03 18:59:00,2018-01-03 18:59:00,System,0 days 00:00:00.000000000
1768,488,NextCall,CarRequest,2018-01-04 08:03:00,2018-01-04 08:03:00,System,0 days 00:00:00.000000000
1769,488,AcceptCarReq,CarRequest,2018-01-04 08:03:00,2018-01-04 08:03:00,System,0 days 00:00:00.000000000
1770,488,ProcessNextCarReq,CarRequest,2018-01-04 08:03:00,2018-01-04 08:30:00,Ross,0 days 00:27:00.000000000
1771,489,NextCall,CarRequest,2018-01-04 08:06:00,2018-01-04 08:06:00,System,0 days 00:00:00.000000000
1772,489,AcceptCarReq,CarRequest,2018-01-04 08:06:00,2018-01-04 08:06:00,System,0 days 00:00:00.000000000
1773,489,ProcessNextCarReq,CarRequest,2018-01-04 08:06:00,2018-01-04 08:33:00,Chandler,0 days 00:27:00.000000000
1774,490,NextCall,CarRequest,2018-01-04 08:08:00,2018-01-04 08:08:00,System,0 days 00:00:00.000000000
1775,490,AcceptCarReq,CarRequest,2018-01-04 08:08:00,2018-01-04 08:08:00,System,0 days 00:00:00.000000000
1776,490,ProcessNextCarReq,CarRequest,2018-01-04 08:08:00,2018-01-04 08:36:00,Monika,0 days 00:28:00.000000000
1777,491,NextCall,CarRequest,2018-01-04 08:11:00,2018-01-04 08:11:00,System,0 days 00:00:00.000000000
1778,491,AcceptCarReq,CarRequest,2018-01-04 08:11:00,2018-01-04 08:11:00,System,0 days 00:00:00.000000000
1779,492,NextCall,DriverRequest,2018-01-04 08:14:00,2018-01-04 08:14:00,System,0 days 00:00:00.000000000
1780,492,AcceptDriverReq,DriverRequest,2018-01-04 08:14:00,2018-01-04 08:41:00,System,0 days 00:27:00.000000000
1781,492,ProcessNextdriverReq,DriverRequest,2018-01-04 08:14:00,2018-01-04 08:41:00,Pheobi,0 days 00:27:00.000000000
1782,493,NextCall,CarRequest,2018-01-04 08:16:00,2018-01-04 08:16:00,System,0 days 00:00:00.000000000
1783,493,AcceptCarReq,CarRequest,2018-01-04 08:16:00,2018-01-04 08:16:00,System,0 days 00:00:00.000000000
1784,494,NextCall,CarRequest,2018-01-04 08:19:00,2018-01-04 08:19:00,System,0 days 00:00:00.000000000
1785,494,AcceptCarReq,CarRequest,2018-01-04 08:19:00,2018-01-04 08:19:00,System,0 days 00:00:00.000000000
1786,495,NextCall,CarRequest,2018-01-04 08:22:00,2018-01-04 08:22:00,System,0 days 00:00:00.000000000
1787,495,AcceptCarReq,CarRequest,2018-01-04 08:22:00,2018-01-04 08:22:00,System,0 days 00:00:00.000000000
1788,496,NextCall,CarRequest,2018-01-04 08:24:00,2018-01-04 08:24:00,System,0 days 00:00:00.000000000
1789,496,AcceptCarReq,CarRequest,2018-01-04 08:24:00,2018-01-04 08:24:00,System,0 days 00:00:00.000000000
1790,497,NextCall,CarRequest,2018-01-04 08:27:00,2018-01-04 08:27:00,System,0 days 00:00:00.000000000
1791,497,AcceptCarReq,CarRequest,2018-01-04 08:27:00,2018-01-04 08:27:00,System,0 days 00:00:00.000000000
1792,498,NextCall,CarRequest,2018-01-04 08:30:00,2018-01-04 08:30:00,System,0 days 00:00:00.000000000
1793,498,AcceptCarReq,CarRequest,2018-01-04 08:30:00,2018-01-04 08:30:00,System,0 days 00:00:00.000000000
1794,491,ProcessNextCarReq,CarRequest,2018-01-04 08:30:00,2018-01-04 08:49:00,Ross,0 days 00:19:00.000000000
1795,488,DoneCarReq,CarRequest,2018-01-04 08:30:00,2018-01-04 08:30:00,System,0 days 00:00:00.000000000
1796,499,NextCall,DriverRequest,2018-01-04 08:32:00,2018-01-04 08:32:00,System,0 days 00:00:00.000000000
1797,499,AcceptDriverReq,DriverRequest,2018-01-04 08:32:00,2018-01-04 09:00:00,System,0 days 00:28:00.000000000
1798,499,ProcessNextdriverReq,DriverRequest,2018-01-04 08:32:00,2018-01-04 09:00:00,Joe,0 days 00:28:00.000000000
1799,489,DoneCarReq,CarRequest,2018-01-04 08:33:00,2018-01-04 08:33:00,System,0 days 00:00:00.000000000
1800,493,ProcessNextCarReq,CarRequest,2018-01-04 08:33:00,2018-01-04 08:52:00,Chandler,0 days 00:19:00.000000000
1801,500,NextCall,DriverRequest,2018-01-04 08:35:00,2018-01-04 08:35:00,System,0 days 00:00:00.000000000
1802,500,AcceptDriverReq,DriverRequest,2018-01-04 08:35:00,2018-01-04 09:03:00,System,0 days 00:28:00.000000000
1803,490,DoneCarReq,CarRequest,2018-01-04 08:36:00,2018-01-04 08:36:00,System,0 days 00:00:00.000000000
1804,494,ProcessNextCarReq,CarRequest,2018-01-04 08:36:00,2018-01-04 08:55:00,Monika,0 days 00:19:00.000000000
1805,501,NextCall,CarRequest,2018-01-04 08:38:00,2018-01-04 08:38:00,System,0 days 00:00:00.000000000
1806,501,AcceptCarReq,CarRequest,2018-01-04 08:38:00,2018-01-04 08:38:00,System,0 days 00:00:00.000000000
1807,502,NextCall,CarRequest,2018-01-04 08:40:00,2018-01-04 08:40:00,System,0 days 00:00:00.000000000
1808,502,AcceptCarReq,CarRequest,2018-01-04 08:40:00,2018-01-04 08:40:00,System,0 days 00:00:00.000000000
1809,492,DoneDriverReq,DriverRequest,2018-01-04 08:41:00,2018-01-04 08:41:00,System,0 days 00:00:00.000000000
1810,500,ProcessNextdriverReq,DriverRequest,2018-01-04 08:41:00,2018-01-04 09:09:00,Pheobi,0 days 00:28:00.000000000
1811,503,NextCall,DriverRequest,2018-01-04 08:43:00,2018-01-04 08:43:00,System,0 days 00:00:00.000000000
1812,503,AcceptDriverReq,DriverRequest,2018-01-04 08:43:00,2018-01-04 09:11:00,System,0 days 00:28:00.000000000
1813,504,NextCall,DriverRequest,2018-01-04 08:46:00,2018-01-04 08:46:00,System,0 days 00:00:00.000000000
1814,504,AcceptDriverReq,DriverRequest,2018-01-04 08:46:00,2018-01-04 09:09:00,System,0 days 00:23:00.000000000
1815,505,NextCall,CarRequest,2018-01-04 08:48:00,2018-01-04 08:48:00,System,0 days 00:00:00.000000000
1816,505,AcceptCarReq,CarRequest,2018-01-04 08:48:00,2018-01-04 08:48:00,System,0 days 00:00:00.000000000
1817,495,ProcessNextCarReq,CarRequest,2018-01-04 08:49:00,2018-01-04 09:08:00,Ross,0 days 00:19:00.000000000
1818,491,DoneCarReq,CarRequest,2018-01-04 08:49:00,2018-01-04 08:49:00,System,0 days 00:00:00.000000000
1819,506,NextCall,CarRequest,2018-01-04 08:51:00,2018-01-04 08:51:00,System,0 days 00:00:00.000000000
1820,506,AcceptCarReq,CarRequest,2018-01-04 08:51:00,2018-01-04 08:51:00,System,0 days 00:00:00.000000000
1821,496,ProcessNextCarReq,CarRequest,2018-01-04 08:52:00,2018-01-04 09:11:00,Chandler,0 days 00:19:00.000000000
1822,493,DoneCarReq,CarRequest,2018-01-04 08:52:00,2018-01-04 08:52:00,System,0 days 00:00:00.000000000
1823,507,NextCall,DriverRequest,2018-01-04 08:54:00,2018-01-04 08:54:00,System,0 days 00:00:00.000000000
1824,507,AcceptDriverReq,DriverRequest,2018-01-04 08:54:00,2018-01-04 09:15:00,System,0 days 00:21:00.000000000
1825,494,DoneCarReq,CarRequest,2018-01-04 08:55:00,2018-01-04 08:55:00,System,0 days 00:00:00.000000000
1826,497,ProcessNextCarReq,CarRequest,2018-01-04 08:55:00,2018-01-04 09:15:00,Monika,0 days 00:20:00.000000000
1827,508,NextCall,CarRequest,2018-01-04 08:56:00,2018-01-04 08:56:00,System,0 days 00:00:00.000000000
1828,508,AcceptCarReq,CarRequest,2018-01-04 08:56:00,2018-01-04 08:56:00,System,0 days 00:00:00.000000000
1829,509,NextCall,DriverRequest,2018-01-04 08:59:00,2018-01-04 08:59:00,System,0 days 00:00:00.000000000
1830,509,AcceptDriverReq,DriverRequest,2018-01-04 08:59:00,2018-01-04 09:20:00,System,0 days 00:21:00.000000000
1831,503,ProcessNextdriverReq,DriverRequest,2018-01-04 09:00:00,2018-01-04 09:20:00,Joe,0 days 00:20:00.000000000
1832,499,DoneDriverReq,DriverRequest,2018-01-04 09:00:00,2018-01-04 09:00:00,System,0 days 00:00:00.000000000
1833,495,DoneCarReq,CarRequest,2018-01-04 09:08:00,2018-01-04 09:08:00,System,0 days 00:00:00.000000000
1834,498,ProcessNextCarReq,CarRequest,2018-01-04 09:08:00,2018-01-04 09:27:00,Ross,0 days 00:19:00.000000000
1835,500,DoneDriverReq,DriverRequest,2018-01-04 09:09:00,2018-01-04 09:09:00,System,0 days 00:00:00.000000000
1836,504,ProcessNextdriverReq,DriverRequest,2018-01-04 09:09:00,2018-01-04 09:30:00,Pheobi,0 days 00:21:00.000000000
1837,496,DoneCarReq,CarRequest,2018-01-04 09:11:00,2018-01-04 09:11:00,System,0 days 00:00:00.000000000
1838,501,ProcessNextCarReq,CarRequest,2018-01-04 09:11:00,2018-01-04 09:31:00,Chandler,0 days 00:20:00.000000000
1839,497,DoneCarReq,CarRequest,2018-01-04 09:15:00,2018-01-04 09:15:00,System,0 days 00:00:00.000000000
1840,502,ProcessNextCarReq,CarRequest,2018-01-04 09:15:00,2018-01-04 09:35:00,Monika,0 days 00:20:00.000000000
1841,507,ProcessNextdriverReq,DriverRequest,2018-01-04 09:20:00,2018-01-04 09:43:00,Joe,0 days 00:23:00.000000000
1842,503,DoneDriverReq,DriverRequest,2018-01-04 09:20:00,2018-01-04 09:20:00,System,0 days 00:00:00.000000000
1843,498,DoneCarReq,CarRequest,2018-01-04 09:27:00,2018-01-04 09:27:00,System,0 days 00:00:00.000000000
1844,505,ProcessNextCarReq,CarRequest,2018-01-04 09:27:00,2018-01-04 09:49:00,Ross,0 days 00:22:00.000000000
1845,509,ProcessNextdriverReq,DriverRequest,2018-01-04 09:30:00,2018-01-04 09:57:00,Pheobi,0 days 00:27:00.000000000
1846,504,DoneDriverReq,DriverRequest,2018-01-04 09:30:00,2018-01-04 09:30:00,System,0 days 00:00:00.000000000
1847,501,DoneCarReq,CarRequest,2018-01-04 09:31:00,2018-01-04 09:31:00,System,0 days 00:00:00.000000000
1848,506,ProcessNextCarReq,CarRequest,2018-01-04 09:31:00,2018-01-04 09:54:00,Chandler,0 days 00:23:00.000000000
1849,508,ProcessNextCarReq,CarRequest,2018-01-04 09:35:00,2018-01-04 10:02:00,Monika,0 days 00:27:00.000000000
1850,502,DoneCarReq,CarRequest,2018-01-04 09:35:00,2018-01-04 09:35:00,System,0 days 00:00:00.000000000
1851,507,DoneDriverReq,DriverRequest,2018-01-04 09:43:00,2018-01-04 09:43:00,System,0 days 00:00:00.000000000
1852,505,DoneCarReq,CarRequest,2018-01-04 09:49:00,2018-01-04 09:49:00,System,0 days 00:00:00.000000000
1853,506,DoneCarReq,CarRequest,2018-01-04 09:54:00,2018-01-04 09:54:00,System,0 days 00:00:00.000000000
1854,509,DoneDriverReq,DriverRequest,2018-01-04 09:57:00,2018-01-04 09:57:00,System,0 days 00:00:00.000000000
1855,510,NextCall,CarRequest,2018-01-04 10:01:00,2018-01-04 10:01:00,System,0 days 00:00:00.000000000
1856,510,AcceptCarReq,CarRequest,2018-01-04 10:01:00,2018-01-04 10:01:00,System,0 days 00:00:00.000000000
1857,510,ProcessNextCarReq,CarRequest,2018-01-04 10:01:00,2018-01-04 10:28:00,Chandler,0 days 00:27:00.000000000
1858,511,NextCall,CarRequest,2018-01-04 10:02:00,2018-01-04 10:02:00,System,0 days 00:00:00.000000000
1859,511,AcceptCarReq,CarRequest,2018-01-04 10:02:00,2018-01-04 10:02:00,System,0 days 00:00:00.000000000
1860,511,ProcessNextCarReq,CarRequest,2018-01-04 10:02:00,2018-01-04 10:30:00,Ross,0 days 00:28:00.000000000
1861,508,DoneCarReq,CarRequest,2018-01-04 10:02:00,2018-01-04 10:02:00,System,0 days 00:00:00.000000000
1862,512,NextCall,CarRequest,2018-01-04 10:03:00,2018-01-04 10:03:00,System,0 days 00:00:00.000000000
1863,512,AcceptCarReq,CarRequest,2018-01-04 10:03:00,2018-01-04 10:03:00,System,0 days 00:00:00.000000000
1864,512,ProcessNextCarReq,CarRequest,2018-01-04 10:03:00,2018-01-04 10:31:00,Monika,0 days 00:28:00.000000000
1865,513,NextCall,DriverRequest,2018-01-04 10:05:00,2018-01-04 10:05:00,System,0 days 00:00:00.000000000
1866,513,AcceptDriverReq,DriverRequest,2018-01-04 10:05:00,2018-01-04 10:32:00,System,0 days 00:27:00.000000000
1867,513,ProcessNextdriverReq,DriverRequest,2018-01-04 10:05:00,2018-01-04 10:32:00,Joe,0 days 00:27:00.000000000
1868,514,NextCall,CarRequest,2018-01-04 10:06:00,2018-01-04 10:06:00,System,0 days 00:00:00.000000000
1869,514,AcceptCarReq,CarRequest,2018-01-04 10:06:00,2018-01-04 10:06:00,System,0 days 00:00:00.000000000
1870,515,NextCall,CarRequest,2018-01-04 10:07:00,2018-01-04 10:07:00,System,0 days 00:00:00.000000000
1871,515,AcceptCarReq,CarRequest,2018-01-04 10:07:00,2018-01-04 10:07:00,System,0 days 00:00:00.000000000
1872,516,NextCall,CarRequest,2018-01-04 10:09:00,2018-01-04 10:09:00,System,0 days 00:00:00.000000000
1873,516,AcceptCarReq,CarRequest,2018-01-04 10:09:00,2018-01-04 10:09:00,System,0 days 00:00:00.000000000
1874,517,NextCall,CarRequest,2018-01-04 10:10:00,2018-01-04 10:10:00,System,0 days 00:00:00.000000000
1875,517,AcceptCarReq,CarRequest,2018-01-04 10:10:00,2018-01-04 10:10:00,System,0 days 00:00:00.000000000
1876,518,NextCall,DriverRequest,2018-01-04 10:11:00,2018-01-04 10:11:00,System,0 days 00:00:00.000000000
1877,518,AcceptDriverReq,DriverRequest,2018-01-04 10:11:00,2018-01-04 10:39:00,System,0 days 00:28:00.000000000
1878,518,ProcessNextdriverReq,DriverRequest,2018-01-04 10:11:00,2018-01-04 10:39:00,Pheobi,0 days 00:28:00.000000000
1879,519,NextCall,CarRequest,2018-01-04 10:13:00,2018-01-04 10:13:00,System,0 days 00:00:00.000000000
1880,519,AcceptCarReq,CarRequest,2018-01-04 10:13:00,2018-01-04 10:13:00,System,0 days 00:00:00.000000000
1881,520,NextCall,CarRequest,2018-01-04 10:14:00,2018-01-04 10:14:00,System,0 days 00:00:00.000000000
1882,520,AcceptCarReq,CarRequest,2018-01-04 10:14:00,2018-01-04 10:14:00,System,0 days 00:00:00.000000000
1883,521,NextCall,CarRequest,2018-01-04 10:15:00,2018-01-04 10:15:00,System,0 days 00:00:00.000000000
1884,521,AcceptCarReq,CarRequest,2018-01-04 10:15:00,2018-01-04 10:15:00,System,0 days 00:00:00.000000000
1885,522,NextCall,DriverRequest,2018-01-04 10:17:00,2018-01-04 10:17:00,System,0 days 00:00:00.000000000
1886,522,AcceptDriverReq,DriverRequest,2018-01-04 10:17:00,2018-01-04 10:44:00,System,0 days 00:27:00.000000000
1887,523,NextCall,CarRequest,2018-01-04 10:18:00,2018-01-04 10:18:00,System,0 days 00:00:00.000000000
1888,523,AcceptCarReq,CarRequest,2018-01-04 10:18:00,2018-01-04 10:18:00,System,0 days 00:00:00.000000000
1889,524,NextCall,DriverRequest,2018-01-04 10:19:00,2018-01-04 10:19:00,System,0 days 00:00:00.000000000
1890,524,AcceptDriverReq,DriverRequest,2018-01-04 10:19:00,2018-01-04 10:43:00,System,0 days 00:24:00.000000000
1891,525,NextCall,CarRequest,2018-01-04 10:21:00,2018-01-04 10:21:00,System,0 days 00:00:00.000000000
1892,525,AcceptCarReq,CarRequest,2018-01-04 10:21:00,2018-01-04 10:21:00,System,0 days 00:00:00.000000000
1893,526,NextCall,CarRequest,2018-01-04 10:22:00,2018-01-04 10:22:00,System,0 days 00:00:00.000000000
1894,526,AcceptCarReq,CarRequest,2018-01-04 10:22:00,2018-01-04 10:22:00,System,0 days 00:00:00.000000000
1895,527,NextCall,DriverRequest,2018-01-04 10:23:00,2018-01-04 10:23:00,System,0 days 00:00:00.000000000
1896,527,AcceptDriverReq,DriverRequest,2018-01-04 10:23:00,2018-01-04 10:45:00,System,0 days 00:22:00.000000000
1897,528,NextCall,CarRequest,2018-01-04 10:25:00,2018-01-04 10:25:00,System,0 days 00:00:00.000000000
1898,528,AcceptCarReq,CarRequest,2018-01-04 10:25:00,2018-01-04 10:25:00,System,0 days 00:00:00.000000000
1899,529,NextCall,CarRequest,2018-01-04 10:26:00,2018-01-04 10:26:00,System,0 days 00:00:00.000000000
1900,529,AcceptCarReq,CarRequest,2018-01-04 10:26:00,2018-01-04 10:26:00,System,0 days 00:00:00.000000000
1901,530,NextCall,DriverRequest,2018-01-04 10:27:00,2018-01-04 10:27:00,System,0 days 00:00:00.000000000
1902,530,AcceptDriverReq,DriverRequest,2018-01-04 10:27:00,2018-01-04 10:48:00,System,0 days 00:21:00.000000000
1903,514,ProcessNextCarReq,CarRequest,2018-01-04 10:28:00,2018-01-04 10:46:00,Chandler,0 days 00:18:00.000000000
1904,510,DoneCarReq,CarRequest,2018-01-04 10:28:00,2018-01-04 10:28:00,System,0 days 00:00:00.000000000
1905,531,NextCall,DriverRequest,2018-01-04 10:29:00,2018-01-04 10:29:00,System,0 days 00:00:00.000000000
1906,531,AcceptDriverReq,DriverRequest,2018-01-04 10:29:00,2018-01-04 10:49:00,System,0 days 00:20:00.000000000
1907,511,DoneCarReq,CarRequest,2018-01-04 10:30:00,2018-01-04 10:30:00,System,0 days 00:00:00.000000000
1908,515,ProcessNextCarReq,CarRequest,2018-01-04 10:30:00,2018-01-04 10:48:00,Ross,0 days 00:18:00.000000000
1909,532,NextCall,DriverRequest,2018-01-04 10:30:00,2018-01-04 10:30:00,System,0 days 00:00:00.000000000
1910,532,AcceptDriverReq,DriverRequest,2018-01-04 10:30:00,2018-01-04 10:49:00,System,0 days 00:19:00.000000000
1911,512,DoneCarReq,CarRequest,2018-01-04 10:31:00,2018-01-04 10:31:00,System,0 days 00:00:00.000000000
1912,516,ProcessNextCarReq,CarRequest,2018-01-04 10:31:00,2018-01-04 10:49:00,Monika,0 days 00:18:00.000000000
1913,533,NextCall,CarRequest,2018-01-04 10:32:00,2018-01-04 10:32:00,System,0 days 00:00:00.000000000
1914,533,AcceptCarReq,CarRequest,2018-01-04 10:32:00,2018-01-04 10:32:00,System,0 days 00:00:00.000000000
1915,522,ProcessNextdriverReq,DriverRequest,2018-01-04 10:32:00,2018-01-04 10:51:00,Joe,0 days 00:19:00.000000000
1916,513,DoneDriverReq,DriverRequest,2018-01-04 10:32:00,2018-01-04 10:32:00,System,0 days 00:00:00.000000000
1917,534,NextCall,CarRequest,2018-01-04 10:33:00,2018-01-04 10:33:00,System,0 days 00:00:00.000000000
1918,534,AcceptCarReq,CarRequest,2018-01-04 10:33:00,2018-01-04 10:33:00,System,0 days 00:00:00.000000000
1919,535,NextCall,CarRequest,2018-01-04 10:34:00,2018-01-04 10:34:00,System,0 days 00:00:00.000000000
1920,535,AcceptCarReq,CarRequest,2018-01-04 10:34:00,2018-01-04 10:34:00,System,0 days 00:00:00.000000000
1921,536,NextCall,CarRequest,2018-01-04 10:36:00,2018-01-04 10:36:00,System,0 days 00:00:00.000000000
1922,536,AcceptCarReq,CarRequest,2018-01-04 10:36:00,2018-01-04 10:36:00,System,0 days 00:00:00.000000000
1923,537,NextCall,CarRequest,2018-01-04 10:37:00,2018-01-04 10:37:00,System,0 days 00:00:00.000000000
1924,537,AcceptCarReq,CarRequest,2018-01-04 10:37:00,2018-01-04 10:37:00,System,0 days 00:00:00.000000000
