case,event,startTime,completeTime,simulated:logProbability,concept:simulated
465,Archive,2021-11-21 06:38:57.329,2021-11-21 06:38:57.329,-3.9889840465642745,True
466,Register Claim,2021-11-20 20:51:46.306,2021-11-20 20:51:46.306,-5.0875963352323845,True
466,Decide Low,2021-11-20 21:51:46.306,2021-11-20 21:51:46.306,-5.0875963352323845,True
466,Prepare Questionaire,2021-11-20 22:51:46.306,2021-11-20 22:51:46.306,-5.0875963352323845,True
466,Low Med Check,2021-11-20 23:51:46.306,2021-11-20 23:51:46.306,-5.0875963352323845,True
466,Send Questionaire,2021-11-21 00:51:46.306,2021-11-21 00:51:46.306,-5.0875963352323845,True
466,Low Ins check,2021-11-21 01:51:46.306,2021-11-21 01:51:46.306,-5.0875963352323845,True
466,Low Claim Join,2021-11-21 02:51:46.306,2021-11-21 02:51:46.306,-5.0875963352323845,True
466,Prepare Not,2021-11-21 03:51:46.306,2021-11-21 03:51:46.306,-5.0875963352323845,True
466,E-Mail,2021-11-21 04:51:46.306,2021-11-21 04:51:46.306,-5.0875963352323845,True
466,Receive Response,2021-11-21 05:51:46.306,2021-11-21 05:51:46.306,-5.0875963352323845,True
466,Archive,2021-11-21 06:51:46.306,2021-11-21 06:51:46.306,-5.0875963352323845,True
467,Register Claim,2021-11-20 22:29:45.064,2021-11-20 22:29:45.064,-3.58351893845611,True
467,Decide High,2021-11-20 23:29:45.064,2021-11-20 23:29:45.064,-3.58351893845611,True
467,Prepare Questionaire,2021-11-21 00:29:45.064,2021-11-21 00:29:45.064,-3.58351893845611,True
467,Send Questionaire,2021-11-21 01:29:45.064,2021-11-21 01:29:45.064,-3.58351893845611,True
467,Insurance Check,2021-11-21 02:29:45.064,2021-11-21 02:29:45.064,-3.58351893845611,True
467,Medical Check,2021-11-21 03:29:45.064,2021-11-21 03:29:45.064,-3.58351893845611,True
467,Contact Hospital,2021-11-21 04:29:45.064,2021-11-21 04:29:45.064,-3.58351893845611,True
467,Prepare Not,2021-11-21 05:29:45.064,2021-11-21 05:29:45.064,-3.58351893845611,True
467,E-Mail,2021-11-21 06:29:45.064,2021-11-21 06:29:45.064,-3.58351893845611,True
467,Receive Response,2021-11-21 07:29:45.064,2021-11-21 07:29:45.064,-3.58351893845611,True
467,Archive,2021-11-21 08:29:45.064,2021-11-21 08:29:45.064,-3.58351893845611,True
468,Register Claim,2021-11-20 23:19:04.650,2021-11-20 23:19:04.650,-4.969813299576001,True
468,Decide High,2021-11-21 00:19:04.650,2021-11-21 00:19:04.650,-4.969813299576001,True
468,Insurance Check,2021-11-21 01:19:04.650,2021-11-21 01:19:04.650,-4.969813299576001,True
468,Prepare Questionaire,2021-11-21 02:19:04.650,2021-11-21 02:19:04.650,-4.969813299576001,True
468,Medical Check,2021-11-21 03:19:04.650,2021-11-21 03:19:04.650,-4.969813299576001,True
468,Send Questionaire,2021-11-21 04:19:04.650,2021-11-21 04:19:04.650,-4.969813299576001,True
468,Contact Hospital,2021-11-21 05:19:04.650,2021-11-21 05:19:04.650,-4.969813299576001,True
468,Prepare Not,2021-11-21 06:19:04.650,2021-11-21 06:19:04.650,-4.969813299576001,True
468,Phone,2021-11-21 07:19:04.650,2021-11-21 07:19:04.650,-4.969813299576001,True
468,Receive Response,2021-11-21 08:19:04.650,2021-11-21 08:19:04.650,-4.969813299576001,True
468,Archive,2021-11-21 09:19:04.650,2021-11-21 09:19:04.650,-4.969813299576001,True
469,Register Claim,2021-11-20 23:33:55.232,2021-11-20 23:33:55.232,-3.9889840465642745,True
469,Prepare Questionaire,2021-11-21 00:33:55.232,2021-11-21 00:33:55.232,-3.9889840465642745,True
469,Decide High,2021-11-21 01:33:55.232,2021-11-21 01:33:55.232,-3.9889840465642745,True
469,Send Questionaire,2021-11-21 02:33:55.232,2021-11-21 02:33:55.232,-3.9889840465642745,True
469,Insurance Check,2021-11-21 03:33:55.232,2021-11-21 03:33:55.232,-3.9889840465642745,True
469,Medical Check,2021-11-21 04:33:55.232,2021-11-21 04:33:55.232,-3.9889840465642745,True
469,Contact Hospital,2021-11-21 05:33:55.232,2021-11-21 05:33:55.232,-3.9889840465642745,True
469,Prepare Not,2021-11-21 06:33:55.232,2021-11-21 06:33:55.232,-3.9889840465642745,True
469,E-Mail,2021-11-21 07:33:55.232,2021-11-21 07:33:55.232,-3.9889840465642745,True
469,Receive Response,2021-11-21 08:33:55.232,2021-11-21 08:33:55.232,-3.9889840465642745,True
469,Archive,2021-11-21 09:33:55.232,2021-11-21 09:33:55.232,-3.9889840465642745,True
470,Register Claim,2021-11-21 00:03:33.894,2021-11-21 00:03:33.894,-5.375278407684165,True
470,Decide Low,2021-11-21 01:03:33.894,2021-11-21 01:03:33.894,-5.375278407684165,True
470,Low Med Check,2021-11-21 02:03:33.894,2021-11-21 02:03:33.894,-5.375278407684165,True
470,Low Ins check,2021-11-21 03:03:33.894,2021-11-21 03:03:33.894,-5.375278407684165,True
470,Prepare Questionaire,2021-11-21 04:03:33.894,2021-11-21 04:03:33.894,-5.375278407684165,True
470,Send Questionaire,2021-11-21 05:03:33.894,2021-11-21 05:03:33.894,-5.375278407684165,True
470,Low Claim Join,2021-11-21 06:03:33.894,2021-11-21 06:03:33.894,-5.375278407684165,True
470,Prepare Not,2021-11-21 07:03:33.894,2021-11-21 07:03:33.894,-5.375278407684165,True
470,Post,2021-11-21 08:03:33.894,2021-11-21 08:03:33.894,-5.375278407684165,True
470,Receive Response,2021-11-21 09:03:33.894,2021-11-21 09:03:33.894,-5.375278407684165,True
470,Archive,2021-11-21 10:03:33.894,2021-11-21 10:03:33.894,-5.375278407684165,True
471,Register Claim,2021-11-21 00:22:25.742,2021-11-21 00:22:25.742,-5.0875963352323845,True
471,Prepare Questionaire,2021-11-21 01:22:25.742,2021-11-21 01:22:25.742,-5.0875963352323845,True
471,Decide Low,2021-11-21 02:22:25.742,2021-11-21 02:22:25.742,-5.0875963352323845,True
471,Send Questionaire,2021-11-21 03:22:25.742,2021-11-21 03:22:25.742,-5.0875963352323845,True
471,Low Med Check,2021-11-21 04:22:25.742,2021-11-21 04:22:25.742,-5.0875963352323845,True
471,Low Ins check,2021-11-21 05:22:25.742,2021-11-21 05:22:25.742,-5.0875963352323845,True
471,Low Claim Join,2021-11-21 06:22:25.742,2021-11-21 06:22:25.742,-5.0875963352323845,True
471,Prepare Not,2021-11-21 07:22:25.742,2021-11-21 07:22:25.742,-5.0875963352323845,True
471,E-Mail,2021-11-21 08:22:25.742,2021-11-21 08:22:25.742,-5.0875963352323845,True
471,Receive Response,2021-11-21 09:22:25.742,2021-11-21 09:22:25.742,-5.0875963352323845,True
471,Archive,2021-11-21 10:22:25.742,2021-11-21 10:22:25.742,-5.0875963352323845,True
472,Register Claim,2021-11-21 01:49:23.108,2021-11-21 01:49:23.108,-3.58351893845611,True
472,Decide High,2021-11-21 02:49:23.108,2021-11-21 02:49:23.108,-3.58351893845611,True
472,Prepare Questionaire,2021-11-21 03:49:23.108,2021-11-21 03:49:23.108,-3.58351893845611,True
472,Send Questionaire,2021-11-21 04:49:23.108,2021-11-21 04:49:23.108,-3.58351893845611,True
472,Insurance Check,2021-11-21 05:49:23.108,2021-11-21 05:49:23.108,-3.58351893845611,True
472,Medical Check,2021-11-21 06:49:23.108,2021-11-21 06:49:23.108,-3.58351893845611,True
472,Contact Hospital,2021-11-21 07:49:23.108,2021-11-21 07:49:23.108,-3.58351893845611,True
472,Prepare Not,2021-11-21 08:49:23.108,2021-11-21 08:49:23.108,-3.58351893845611,True
472,Phone,2021-11-21 09:49:23.108,2021-11-21 09:49:23.108,-3.58351893845611,True
472,Receive Response,2021-11-21 10:49:23.108,2021-11-21 10:49:23.108,-3.58351893845611,True
472,Archive,2021-11-21 11:49:23.108,2021-11-21 11:49:23.108,-3.58351893845611,True
473,Register Claim,2021-11-21 01:49:43.019,2021-11-21 01:49:43.019,-7.049254841255837,True
473,Decide Low,2021-11-21 02:49:43.019,2021-11-21 02:49:43.019,-7.049254841255837,True
473,Low Ins check,2021-11-21 03:49:43.019,2021-11-21 03:49:43.019,-7.049254841255837,True
473,Low Med Check,2021-11-21 04:49:43.019,2021-11-21 04:49:43.019,-7.049254841255837,True
473,Low Claim Join,2021-11-21 05:49:43.019,2021-11-21 05:49:43.019,-7.049254841255837,True
473,Prepare Not,2021-11-21 06:49:43.019,2021-11-21 06:49:43.019,-7.049254841255837,True
473,Prepare Questionaire,2021-11-21 07:49:43.019,2021-11-21 07:49:43.019,-7.049254841255837,True
473,Phone,2021-11-21 08:49:43.019,2021-11-21 08:49:43.019,-7.049254841255837,True
473,Send Questionaire,2021-11-21 09:49:43.019,2021-11-21 09:49:43.019,-7.049254841255837,True
473,Receive Response,2021-11-21 10:49:43.019,2021-11-21 10:49:43.019,-7.049254841255837,True
473,Archive,2021-11-21 11:49:43.019,2021-11-21 11:49:43.019,-7.049254841255837,True
474,Register Claim,2021-11-21 04:22:16.644,2021-11-21 04:22:16.644,-5.0875963352323845,True
474,Decide Low,2021-11-21 05:22:16.644,2021-11-21 05:22:16.644,-5.0875963352323845,True
474,Prepare Questionaire,2021-11-21 06:22:16.644,2021-11-21 06:22:16.644,-5.0875963352323845,True
474,Send Questionaire,2021-11-21 07:22:16.644,2021-11-21 07:22:16.644,-5.0875963352323845,True
474,Low Ins check,2021-11-21 08:22:16.644,2021-11-21 08:22:16.644,-5.0875963352323845,True
474,Low Med Check,2021-11-21 09:22:16.644,2021-11-21 09:22:16.644,-5.0875963352323845,True
474,Low Claim Join,2021-11-21 10:22:16.644,2021-11-21 10:22:16.644,-5.0875963352323845,True
474,Prepare Not,2021-11-21 11:22:16.644,2021-11-21 11:22:16.644,-5.0875963352323845,True
474,E-Mail,2021-11-21 12:22:16.644,2021-11-21 12:22:16.644,-5.0875963352323845,True
474,Receive Response,2021-11-21 13:22:16.644,2021-11-21 13:22:16.644,-5.0875963352323845,True
474,Archive,2021-11-21 14:22:16.644,2021-11-21 14:22:16.644,-5.0875963352323845,True
475,Register Claim,2021-11-21 05:19:48.668,2021-11-21 05:19:48.668,-4.969813299576001,True
475,Decide High,2021-11-21 06:19:48.668,2021-11-21 06:19:48.668,-4.969813299576001,True
475,Insurance Check,2021-11-21 07:19:48.668,2021-11-21 07:19:48.668,-4.969813299576001,True
475,Prepare Questionaire,2021-11-21 08:19:48.668,2021-11-21 08:19:48.668,-4.969813299576001,True
475,Medical Check,2021-11-21 09:19:48.668,2021-11-21 09:19:48.668,-4.969813299576001,True
475,Send Questionaire,2021-11-21 10:19:48.668,2021-11-21 10:19:48.668,-4.969813299576001,True
475,Contact Hospital,2021-11-21 11:19:48.668,2021-11-21 11:19:48.668,-4.969813299576001,True
475,Prepare Not,2021-11-21 12:19:48.668,2021-11-21 12:19:48.668,-4.969813299576001,True
475,Post,2021-11-21 13:19:48.668,2021-11-21 13:19:48.668,-4.969813299576001,True
475,Receive Response,2021-11-21 14:19:48.668,2021-11-21 14:19:48.668,-4.969813299576001,True
475,Archive,2021-11-21 15:19:48.668,2021-11-21 15:19:48.668,-4.969813299576001,True
476,Register Claim,2021-11-21 05:27:52.940,2021-11-21 05:27:52.940,-5.375278407684165,True
476,Decide Low,2021-11-21 06:27:52.940,2021-11-21 06:27:52.940,-5.375278407684165,True
476,Low Ins check,2021-11-21 07:27:52.940,2021-11-21 07:27:52.940,-5.375278407684165,True
476,Low Med Check,2021-11-21 08:27:52.940,2021-11-21 08:27:52.940,-5.375278407684165,True
476,Prepare Questionaire,2021-11-21 09:27:52.940,2021-11-21 09:27:52.940,-5.375278407684165,True
476,Send Questionaire,2021-11-21 10:27:52.940,2021-11-21 10:27:52.940,-5.375278407684165,True
476,Low Claim Join,2021-11-21 11:27:52.940,2021-11-21 11:27:52.940,-5.375278407684165,True
476,Prepare Not,2021-11-21 12:27:52.940,2021-11-21 12:27:52.940,-5.375278407684165,True
476,E-Mail,2021-11-21 13:27:52.940,2021-11-21 13:27:52.940,-5.375278407684165,True
476,Receive Response,2021-11-21 14:27:52.940,2021-11-21 14:27:52.940,-5.375278407684165,True
476,Archive,2021-11-21 15:27:52.940,2021-11-21 15:27:52.940,-5.375278407684165,True
477,Register Claim,2021-11-21 06:25:41.230,2021-11-21 06:25:41.230,-4.969813299576001,True
477,Decide High,2021-11-21 07:25:41.230,2021-11-21 07:25:41.230,-4.969813299576001,True
477,Prepare Questionaire,2021-11-21 08:25:41.230,2021-11-21 08:25:41.230,-4.969813299576001,True
477,Insurance Check,2021-11-21 09:25:41.230,2021-11-21 09:25:41.230,-4.969813299576001,True
477,Medical Check,2021-11-21 10:25:41.230,2021-11-21 10:25:41.230,-4.969813299576001,True
477,Send Questionaire,2021-11-21 11:25:41.230,2021-11-21 11:25:41.230,-4.969813299576001,True
477,Contact Hospital,2021-11-21 12:25:41.230,2021-11-21 12:25:41.230,-4.969813299576001,True
477,Prepare Not,2021-11-21 13:25:41.230,2021-11-21 13:25:41.230,-4.969813299576001,True
477,Post,2021-11-21 14:25:41.230,2021-11-21 14:25:41.230,-4.969813299576001,True
477,Receive Response,2021-11-21 15:25:41.230,2021-11-21 15:25:41.230,-4.969813299576001,True
477,Archive,2021-11-21 16:25:41.230,2021-11-21 16:25:41.230,-4.969813299576001,True
478,Register Claim,2021-11-21 10:31:56.323,2021-11-21 10:31:56.323,-3.58351893845611,True
478,Decide High,2021-11-21 11:31:56.323,2021-11-21 11:31:56.323,-3.58351893845611,True
478,Prepare Questionaire,2021-11-21 12:31:56.323,2021-11-21 12:31:56.323,-3.58351893845611,True
478,Send Questionaire,2021-11-21 13:31:56.323,2021-11-21 13:31:56.323,-3.58351893845611,True
478,Insurance Check,2021-11-21 14:31:56.323,2021-11-21 14:31:56.323,-3.58351893845611,True
478,Medical Check,2021-11-21 15:31:56.323,2021-11-21 15:31:56.323,-3.58351893845611,True
478,Contact Hospital,2021-11-21 16:31:56.323,2021-11-21 16:31:56.323,-3.58351893845611,True
478,Prepare Not,2021-11-21 17:31:56.323,2021-11-21 17:31:56.323,-3.58351893845611,True
478,Post,2021-11-21 18:31:56.323,2021-11-21 18:31:56.323,-3.58351893845611,True
478,Receive Response,2021-11-21 19:31:56.323,2021-11-21 19:31:56.323,-3.58351893845611,True
478,Archive,2021-11-21 20:31:56.323,2021-11-21 20:31:56.323,-3.58351893845611,True
479,Register Claim,2021-11-21 11:48:35.679,2021-11-21 11:48:35.679,-5.0875963352323845,True
479,Decide Low,2021-11-21 12:48:35.679,2021-11-21 12:48:35.679,-5.0875963352323845,True
479,Prepare Questionaire,2021-11-21 13:48:35.679,2021-11-21 13:48:35.679,-5.0875963352323845,True
479,Send Questionaire,2021-11-21 14:48:35.679,2021-11-21 14:48:35.679,-5.0875963352323845,True
479,Low Ins check,2021-11-21 15:48:35.679,2021-11-21 15:48:35.679,-5.0875963352323845,True
479,Low Med Check,2021-11-21 16:48:35.679,2021-11-21 16:48:35.679,-5.0875963352323845,True
479,Low Claim Join,2021-11-21 17:48:35.679,2021-11-21 17:48:35.679,-5.0875963352323845,True
479,Prepare Not,2021-11-21 18:48:35.679,2021-11-21 18:48:35.679,-5.0875963352323845,True
479,E-Mail,2021-11-21 19:48:35.679,2021-11-21 19:48:35.679,-5.0875963352323845,True
479,Receive Response,2021-11-21 20:48:35.679,2021-11-21 20:48:35.679,-5.0875963352323845,True
479,Archive,2021-11-21 21:48:35.679,2021-11-21 21:48:35.679,-5.0875963352323845,True
480,Register Claim,2021-11-21 13:18:59.848,2021-11-21 13:18:59.848,-4.969813299576001,True
480,Decide High,2021-11-21 14:18:59.848,2021-11-21 14:18:59.848,-4.969813299576001,True
480,Insurance Check,2021-11-21 15:18:59.848,2021-11-21 15:18:59.848,-4.969813299576001,True
480,Prepare Questionaire,2021-11-21 16:18:59.848,2021-11-21 16:18:59.848,-4.969813299576001,True
480,Medical Check,2021-11-21 17:18:59.848,2021-11-21 17:18:59.848,-4.969813299576001,True
480,Send Questionaire,2021-11-21 18:18:59.848,2021-11-21 18:18:59.848,-4.969813299576001,True
480,Contact Hospital,2021-11-21 19:18:59.848,2021-11-21 19:18:59.848,-4.969813299576001,True
480,Prepare Not,2021-11-21 20:18:59.848,2021-11-21 20:18:59.848,-4.969813299576001,True
480,E-Mail,2021-11-21 21:18:59.848,2021-11-21 21:18:59.848,-4.969813299576001,True
480,Receive Response,2021-11-21 22:18:59.848,2021-11-21 22:18:59.848,-4.969813299576001,True
480,Archive,2021-11-21 23:18:59.848,2021-11-21 23:18:59.848,-4.969813299576001,True
481,Register Claim,2021-11-21 14:21:26.454,2021-11-21 14:21:26.454,-4.276666119016055,True
481,Decide High,2021-11-21 15:21:26.454,2021-11-21 15:21:26.454,-4.276666119016055,True
481,Insurance Check,2021-11-21 16:21:26.454,2021-11-21 16:21:26.454,-4.276666119016055,True
481,Prepare Questionaire,2021-11-21 17:21:26.454,2021-11-21 17:21:26.454,-4.276666119016055,True
481,Send Questionaire,2021-11-21 18:21:26.454,2021-11-21 18:21:26.454,-4.276666119016055,True
481,Medical Check,2021-11-21 19:21:26.454,2021-11-21 19:21:26.454,-4.276666119016055,True
481,Contact Hospital,2021-11-21 20:21:26.454,2021-11-21 20:21:26.454,-4.276666119016055,True
481,Prepare Not,2021-11-21 21:21:26.454,2021-11-21 21:21:26.454,-4.276666119016055,True
481,Phone,2021-11-21 22:21:26.454,2021-11-21 22:21:26.454,-4.276666119016055,True
481,Receive Response,2021-11-21 23:21:26.454,2021-11-21 23:21:26.454,-4.276666119016055,True
481,Archive,2021-11-22 00:21:26.454,2021-11-22 00:21:26.454,-4.276666119016055,True
482,Register Claim,2021-11-21 14:26:56.847,2021-11-21 14:26:56.847,-5.0875963352323845,True
482,Decide Low,2021-11-21 15:26:56.847,2021-11-21 15:26:56.847,-5.0875963352323845,True
482,Prepare Questionaire,2021-11-21 16:26:56.847,2021-11-21 16:26:56.847,-5.0875963352323845,True
482,Low Ins check,2021-11-21 17:26:56.847,2021-11-21 17:26:56.847,-5.0875963352323845,True
482,Send Questionaire,2021-11-21 18:26:56.847,2021-11-21 18:26:56.847,-5.0875963352323845,True
482,Low Med Check,2021-11-21 19:26:56.847,2021-11-21 19:26:56.847,-5.0875963352323845,True
482,Low Claim Join,2021-11-21 20:26:56.847,2021-11-21 20:26:56.847,-5.0875963352323845,True
482,Prepare Not,2021-11-21 21:26:56.847,2021-11-21 21:26:56.847,-5.0875963352323845,True
482,Post,2021-11-21 22:26:56.847,2021-11-21 22:26:56.847,-5.0875963352323845,True
482,Receive Response,2021-11-21 23:26:56.847,2021-11-21 23:26:56.847,-5.0875963352323845,True
482,Archive,2021-11-22 00:26:56.847,2021-11-22 00:26:56.847,-5.0875963352323845,True
483,Register Claim,2021-11-21 15:22:50.181,2021-11-21 15:22:50.181,-5.662960480135946,True
483,Decide High,2021-11-21 16:22:50.181,2021-11-21 16:22:50.181,-5.662960480135946,True
483,Prepare Questionaire,2021-11-21 17:22:50.181,2021-11-21 17:22:50.181,-5.662960480135946,True
483,Insurance Check,2021-11-21 18:22:50.181,2021-11-21 18:22:50.181,-5.662960480135946,True
483,Medical Check,2021-11-21 19:22:50.181,2021-11-21 19:22:50.181,-5.662960480135946,True
483,Contact Hospital,2021-11-21 20:22:50.181,2021-11-21 20:22:50.181,-5.662960480135946,True
483,Send Questionaire,2021-11-21 21:22:50.181,2021-11-21 21:22:50.181,-5.662960480135946,True
483,Prepare Not,2021-11-21 22:22:50.181,2021-11-21 22:22:50.181,-5.662960480135946,True
483,E-Mail,2021-11-21 23:22:50.181,2021-11-21 23:22:50.181,-5.662960480135946,True
483,Receive Response,2021-11-22 00:22:50.181,2021-11-22 00:22:50.181,-5.662960480135946,True
483,Archive,2021-11-22 01:22:50.181,2021-11-22 01:22:50.181,-5.662960480135946,True
484,Register Claim,2021-11-21 16:13:56.869,2021-11-21 16:13:56.869,-5.662960480135946,True
484,Decide Low,2021-11-21 17:13:56.869,2021-11-21 17:13:56.869,-5.662960480135946,True
484,Low Med Check,2021-11-21 18:13:56.869,2021-11-21 18:13:56.869,-5.662960480135946,True
484,Low Ins check,2021-11-21 19:13:56.869,2021-11-21 19:13:56.869,-5.662960480135946,True
484,Low Claim Join,2021-11-21 20:13:56.869,2021-11-21 20:13:56.869,-5.662960480135946,True
484,Prepare Not,2021-11-21 21:13:56.869,2021-11-21 21:13:56.869,-5.662960480135946,True
484,Post,2021-11-21 22:13:56.869,2021-11-21 22:13:56.869,-5.662960480135946,True
484,Prepare Questionaire,2021-11-21 23:13:56.869,2021-11-21 23:13:56.869,-5.662960480135946,True
484,Send Questionaire,2021-11-22 00:13:56.869,2021-11-22 00:13:56.869,-5.662960480135946,True
484,Receive Response,2021-11-22 01:13:56.869,2021-11-22 01:13:56.869,-5.662960480135946,True
484,Archive,2021-11-22 02:13:56.869,2021-11-22 02:13:56.869,-5.662960480135946,True
485,Register Claim,2021-11-21 16:39:33.503,2021-11-21 16:39:33.503,-3.58351893845611,True
485,Decide High,2021-11-21 17:39:33.503,2021-11-21 17:39:33.503,-3.58351893845611,True
485,Prepare Questionaire,2021-11-21 18:39:33.503,2021-11-21 18:39:33.503,-3.58351893845611,True
485,Send Questionaire,2021-11-21 19:39:33.503,2021-11-21 19:39:33.503,-3.58351893845611,True
485,Insurance Check,2021-11-21 20:39:33.503,2021-11-21 20:39:33.503,-3.58351893845611,True
485,Medical Check,2021-11-21 21:39:33.503,2021-11-21 21:39:33.503,-3.58351893845611,True
485,Contact Hospital,2021-11-21 22:39:33.503,2021-11-21 22:39:33.503,-3.58351893845611,True
485,Prepare Not,2021-11-21 23:39:33.503,2021-11-21 23:39:33.503,-3.58351893845611,True
485,Post,2021-11-22 00:39:33.503,2021-11-22 00:39:33.503,-3.58351893845611,True
485,Receive Response,2021-11-22 01:39:33.503,2021-11-22 01:39:33.503,-3.58351893845611,True
485,Archive,2021-11-22 02:39:33.503,2021-11-22 02:39:33.503,-3.58351893845611,True
486,Register Claim,2021-11-21 16:51:53.428,2021-11-21 16:51:53.428,-5.662960480135946,True
486,Decide High,2021-11-21 17:51:53.428,2021-11-21 17:51:53.428,-5.662960480135946,True
486,Insurance Check,2021-11-21 18:51:53.428,2021-11-21 18:51:53.428,-5.662960480135946,True
486,Medical Check,2021-11-21 19:51:53.428,2021-11-21 19:51:53.428,-5.662960480135946,True
486,Contact Hospital,2021-11-21 20:51:53.428,2021-11-21 20:51:53.428,-5.662960480135946,True
486,Prepare Questionaire,2021-11-21 21:51:53.428,2021-11-21 21:51:53.428,-5.662960480135946,True
486,Send Questionaire,2021-11-21 22:51:53.428,2021-11-21 22:51:53.428,-5.662960480135946,True
486,Prepare Not,2021-11-21 23:51:53.428,2021-11-21 23:51:53.428,-5.662960480135946,True
486,Post,2021-11-22 00:51:53.428,2021-11-22 00:51:53.428,-5.662960480135946,True
486,Receive Response,2021-11-22 01:51:53.428,2021-11-22 01:51:53.428,-5.662960480135946,True
486,Archive,2021-11-22 02:51:53.428,2021-11-22 02:51:53.428,-5.662960480135946,True
487,Register Claim,2021-11-21 17:07:29.425,2021-11-21 17:07:29.425,-6.068425588244111,True
487,Decide Low,2021-11-21 18:07:29.425,2021-11-21 18:07:29.425,-6.068425588244111,True
487,Low Med Check,2021-11-21 19:07:29.425,2021-11-21 19:07:29.425,-6.068425588244111,True
487,Low Ins check,2021-11-21 20:07:29.425,2021-11-21 20:07:29.425,-6.068425588244111,True
487,Low Claim Join,2021-11-21 21:07:29.425,2021-11-21 21:07:29.425,-6.068425588244111,True
487,Prepare Questionaire,2021-11-21 22:07:29.425,2021-11-21 22:07:29.425,-6.068425588244111,True
487,Send Questionaire,2021-11-21 23:07:29.425,2021-11-21 23:07:29.425,-6.068425588244111,True
487,Prepare Not,2021-11-22 00:07:29.425,2021-11-22 00:07:29.425,-6.068425588244111,True
487,Phone,2021-11-22 01:07:29.425,2021-11-22 01:07:29.425,-6.068425588244111,True
487,Receive Response,2021-11-22 02:07:29.425,2021-11-22 02:07:29.425,-6.068425588244111,True
487,Archive,2021-11-22 03:07:29.425,2021-11-22 03:07:29.425,-6.068425588244111,True
488,Register Claim,2021-11-21 17:15:40.533,2021-11-21 17:15:40.533,-5.950642552587727,True
488,Decide High,2021-11-21 18:15:40.533,2021-11-21 18:15:40.533,-5.950642552587727,True
488,Insurance Check,2021-11-21 19:15:40.533,2021-11-21 19:15:40.533,-5.950642552587727,True
488,Medical Check,2021-11-21 20:15:40.533,2021-11-21 20:15:40.533,-5.950642552587727,True
488,Prepare Questionaire,2021-11-21 21:15:40.533,2021-11-21 21:15:40.533,-5.950642552587727,True
488,Contact Hospital,2021-11-21 22:15:40.533,2021-11-21 22:15:40.533,-5.950642552587727,True
488,Prepare Not,2021-11-21 23:15:40.533,2021-11-21 23:15:40.533,-5.950642552587727,True
488,Post,2021-11-22 00:15:40.533,2021-11-22 00:15:40.533,-5.950642552587727,True
488,Send Questionaire,2021-11-22 01:15:40.533,2021-11-22 01:15:40.533,-5.950642552587727,True
488,Receive Response,2021-11-22 02:15:40.533,2021-11-22 02:15:40.533,-5.950642552587727,True
488,Archive,2021-11-22 03:15:40.533,2021-11-22 03:15:40.533,-5.950642552587727,True
489,Register Claim,2021-11-21 17:52:13.287,2021-11-21 17:52:13.287,-6.068425588244111,True
489,Decide Low,2021-11-21 18:52:13.287,2021-11-21 18:52:13.287,-6.068425588244111,True
489,Low Ins check,2021-11-21 19:52:13.287,2021-11-21 19:52:13.287,-6.068425588244111,True
489,Low Med Check,2021-11-21 20:52:13.287,2021-11-21 20:52:13.287,-6.068425588244111,True
489,Low Claim Join,2021-11-21 21:52:13.287,2021-11-21 21:52:13.287,-6.068425588244111,True
489,Prepare Questionaire,2021-11-21 22:52:13.287,2021-11-21 22:52:13.287,-6.068425588244111,True
489,Send Questionaire,2021-11-21 23:52:13.287,2021-11-21 23:52:13.287,-6.068425588244111,True
489,Prepare Not,2021-11-22 00:52:13.287,2021-11-22 00:52:13.287,-6.068425588244111,True
489,E-Mail,2021-11-22 01:52:13.287,2021-11-22 01:52:13.287,-6.068425588244111,True
489,Receive Response,2021-11-22 02:52:13.287,2021-11-22 02:52:13.287,-6.068425588244111,True
489,Archive,2021-11-22 03:52:13.287,2021-11-22 03:52:13.287,-6.068425588244111,True
490,Register Claim,2021-11-21 18:10:01.040,2021-11-21 18:10:01.040,-5.0875963352323845,True
490,Prepare Questionaire,2021-11-21 19:10:01.040,2021-11-21 19:10:01.040,-5.0875963352323845,True
490,Decide Low,2021-11-21 20:10:01.040,2021-11-21 20:10:01.040,-5.0875963352323845,True
490,Send Questionaire,2021-11-21 21:10:01.040,2021-11-21 21:10:01.040,-5.0875963352323845,True
490,Low Ins check,2021-11-21 22:10:01.040,2021-11-21 22:10:01.040,-5.0875963352323845,True
490,Low Med Check,2021-11-21 23:10:01.040,2021-11-21 23:10:01.040,-5.0875963352323845,True
490,Low Claim Join,2021-11-22 00:10:01.040,2021-11-22 00:10:01.040,-5.0875963352323845,True
490,Prepare Not,2021-11-22 01:10:01.040,2021-11-22 01:10:01.040,-5.0875963352323845,True
490,Phone,2021-11-22 02:10:01.040,2021-11-22 02:10:01.040,-5.0875963352323845,True
490,Receive Response,2021-11-22 03:10:01.040,2021-11-22 03:10:01.040,-5.0875963352323845,True
490,Archive,2021-11-22 04:10:01.040,2021-11-22 04:10:01.040,-5.0875963352323845,True
491,Register Claim,2021-11-21 20:55:34.310,2021-11-21 20:55:34.310,-4.969813299576001,True
491,Decide High,2021-11-21 21:55:34.310,2021-11-21 21:55:34.310,-4.969813299576001,True
491,Prepare Questionaire,2021-11-21 22:55:34.310,2021-11-21 22:55:34.310,-4.969813299576001,True
491,Insurance Check,2021-11-21 23:55:34.310,2021-11-21 23:55:34.310,-4.969813299576001,True
